index,softwareUnderstanding,understandingConcepts,practiceSM,testSM
6306,60,63.5,74.0,71.0
6307,60,63.5,63.0,73.0
6308,28,47.5,57.0,63.0
6309,28,47.5,44.0,16.0
6310,38,52.5,61.0,45.0
6311,43,55.0,40.5,61.5
6312,58,62.5,34.0,69.0
6313,33,50.0,62.5,42.5
6314,59,63.0,37.5,44.5
6315,29,48.0,52.5,55.5
6316,67,67.0,40.5,43.5
6317,43,55.0,35.5,25.5
6318,45,56.0,47.5,31.5
6319,54,60.5,48.0,34.0
6320,42,54.5,21.0,41.0
6321,34,50.5,44.0,25.0
6322,45,56.0,68.5,38.5
6323,28,47.5,55.0,46.0
6324,54,60.5,76.0,67.0
6325,67,67.0,82.5,54.5
6326,34,50.5,35.0,62.0
6327,70,68.5,58.0,70.0
6328,47,57.0,55.5,58.5
6329,43,55.0,58.5,35.5
6330,62,64.5,71.0,61.0
6331,35,51.0,51.5,36.5
6332,59,63.0,32.5,67.5
6333,44,55.5,50.0,30.0
6334,50,58.5,73.0,59.0
6335,43,55.0,48.5,47.5
6336,29,48.0,53.5,30.5
6337,64,65.5,51.0,46.0
6338,31,49.0,25.5,21.5
6339,50,58.5,67.0,58.0
6340,50,58.5,32.0,66.0
6341,29,48.0,38.5,37.5
6342,89,78.0,84.5,69.5
6343,35,51.0,47.5,25.5
6344,25,46.0,60.5,47.5
6345,46,56.5,27.0,37.0
6346,40,53.5,55.0,61.0
6347,43,55.0,23.5,48.5
6348,56,61.5,47.0,40.0
6349,35,51.0,63.5,59.5
6350,35,51.0,22.5,28.5
6351,44,55.5,48.0,72.0
6352,40,53.5,30.0,61.0
6353,31,49.0,17.5,49.5
6354,29,48.0,47.5,56.5
6355,50,58.5,36.0,34.0
6356,76,71.5,78.0,77.0
6357,46,56.5,27.0,27.0
6358,36,51.5,57.0,41.0
6359,60,63.5,76.0,35.0
6360,48,57.5,51.0,45.0
6361,71,69.0,40.5,45.5
6362,66,66.5,57.0,69.0
6363,26,46.5,59.0,33.0
6364,41,54.0,40.5,68.5
6365,63,65.0,74.5,61.5
6366,55,61.0,68.5,42.5
6367,41,54.0,39.5,32.5
6368,36,51.5,65.0,37.0
6369,38,52.5,25.0,35.0
6370,48,57.5,74.0,52.0
6371,28,47.5,39.0,42.0
6372,49,58.0,47.5,40.5
6373,48,57.5,68.0,55.0
6374,56,61.5,47.0,36.0
6375,60,63.5,55.0,30.0
6376,25,46.0,54.5,36.5
6377,36,51.5,58.0,33.0
6378,34,51.0,63.0,53.0
6379,39,53.5,53.5,58.5
6380,46,57.0,47.0,59.0
6381,41,54.5,39.5,42.5
6382,45,56.5,40.5,44.5
6383,51,59.5,59.5,51.5
6384,21,44.5,47.5,45.5
6385,37,52.5,65.5,57.5
6386,68,68.0,75.0,62.0
6387,22,45.0,17.0,41.0
6388,64,66.0,67.0,35.0
6389,45,56.5,42.5,28.5
6390,39,53.5,64.5,51.5
6391,39,53.5,24.5,36.5
6392,57,62.5,75.5,63.5
6393,61,64.5,71.5,39.5
6394,59,63.5,49.5,29.5
6395,21,44.5,58.5,21.5
6396,37,52.5,43.5,33.5
6397,52,60.0,27.0,76.0
6398,31,49.5,46.5,35.5
6399,45,56.5,45.5,32.5
6400,24,46.0,38.0,43.0
6401,51,59.5,33.5,53.5
6402,44,56.0,27.0,39.0
6403,59,63.5,56.5,32.5
6404,69,68.5,50.5,47.5
6405,31,49.5,22.5,35.5
6406,53,60.5,68.5,50.5
6407,53,60.5,60.5,56.5
6408,69,68.5,49.5,82.5
6409,14,41.0,40.0,31.0
6410,47,57.5,43.5,28.5
6411,42,55.0,30.0,37.0
6412,70,69.0,41.0,70.0
6413,61,64.5,45.5,61.5
6414,37,52.5,68.5,19.5
6415,47,57.5,48.5,32.5
6416,19,43.5,13.5,40.5
6417,48,58.0,67.0,34.0
6418,27,47.5,44.5,31.5
6419,37,52.5,29.5,51.5
6420,28,48.0,21.0,45.0
6421,48,58.0,37.0,35.0
6422,56,62.0,39.0,36.0
6423,40,54.0,53.0,38.0
6424,71,69.5,77.5,79.5
6425,71,69.5,74.5,53.5
6426,36,52.0,40.0,30.0
6427,59,63.5,62.5,78.5
6428,59,63.5,49.5,67.5
6429,71,69.5,52.5,81.5
6430,43,55.5,64.5,35.5
6431,56,62.0,29.0,39.0
6432,42,55.0,36.0,44.0
6433,48,58.0,38.0,74.0
6434,42,55.0,60.0,57.0
6435,42,55.0,38.0,39.0
6436,48,58.0,47.0,28.0
6437,31,49.5,24.5,22.5
6438,48,58.0,58.0,42.0
6439,63,65.5,80.5,42.5
6440,48,58.0,30.0,39.0
6441,44,56.0,28.0,55.0
6442,16,42.0,11.0,21.0
6443,36,52.0,65.0,61.0
6444,43,55.5,50.5,54.5
6445,48,58.0,45.0,74.0
6446,44,56.0,32.0,64.0
6447,24,46.0,27.0,39.0
6448,48,58.0,46.0,34.0
6449,72,70.0,63.0,42.0
6450,33,50.5,64.5,59.5
6451,48,58.0,53.0,43.0
6452,26,47.0,29.0,43.0
6453,14,41.0,36.0,13.0
6454,26,47.0,15.0,25.0
6455,55,61.5,31.5,63.5
6456,53,60.5,71.5,36.5
6457,44,56.0,63.0,46.0
6458,63,65.5,47.5,58.5
6459,28,48.0,22.0,63.0
6460,41,54.5,32.5,39.5
6461,49,58.5,71.5,63.5
6462,21,44.5,11.5,17.5
6463,32,50.0,40.0,44.0
6464,40,54.0,60.0,41.0
6465,73,70.5,63.5,84.5
6466,23,45.5,35.5,11.5
6467,74,71.0,41.0,81.0
6468,74,71.0,77.0,74.0
6469,40,54.0,57.0,40.0
6470,36,52.0,37.0,56.0
6471,36,52.0,51.0,51.0
6472,23,45.5,37.5,15.5
6473,63,65.5,59.5,64.5
6474,49,58.5,64.5,64.5
6475,49,58.5,29.5,27.5
6476,49,58.5,53.5,24.5
6477,49,58.5,40.5,70.5
6478,35,51.5,49.5,54.5
6479,23,45.5,30.5,20.5
6480,53,60.5,67.5,55.5
6481,35,51.5,20.5,20.5
6482,35,51.5,53.5,27.5
6483,35,51.5,52.5,55.5
6484,49,58.5,57.5,65.5
6485,76,72.0,55.0,82.0
6486,49,58.5,67.5,67.5
6487,75,71.5,83.5,39.5
6488,40,54.0,62.0,35.0
6489,32,50.0,62.0,55.0
6490,54,61.0,40.0,51.0
6491,32,50.0,36.0,35.0
6492,32,50.0,28.0,60.0
6493,26,47.0,30.0,14.0
6494,32,50.0,55.0,27.0
6495,14,41.0,44.0,32.0
6496,44,56.0,68.0,46.0
6497,49,58.5,60.5,69.5
6498,32,50.0,60.0,58.0
6499,35,51.5,66.5,46.5
6500,28,48.0,43.0,60.0
6501,32,50.0,66.0,32.0
6502,43,55.5,62.5,23.5
6503,28,48.0,20.0,56.0
6504,32,50.0,44.0,38.0
6505,41,54.5,40.5,56.5
6506,60,64.0,73.0,72.0
6507,27,47.5,56.5,59.5
6508,53,60.5,43.5,64.5
6509,40,54.0,50.0,45.0
6510,50,59.0,40.0,67.0
6511,43,55.5,47.5,47.5
6512,41,54.5,68.5,22.5
6513,60,64.0,49.0,44.0
6514,54,61.0,56.0,61.0
6515,43,55.5,54.5,35.5
6516,32,50.0,63.0,21.0
6517,54,61.0,75.0,53.0
6518,52,60.0,41.0,53.0
6519,60,64.0,73.0,69.0
6520,32,50.0,22.0,65.0
6521,41,54.5,38.5,49.5
6522,22,45.0,11.0,31.0
6523,29,48.5,38.5,44.5
6524,45,56.5,24.5,44.5
6525,46,57.0,29.0,62.0
6526,21,44.5,22.5,27.5
6527,65,66.5,53.5,44.5
6528,33,50.5,50.5,22.5
6529,65,66.5,81.5,69.5
6530,25,46.5,48.5,27.5
6531,45,56.5,36.5,32.5
6532,62,65.0,41.0,65.0
6533,38,53.0,56.0,63.0
6534,45,56.5,65.5,57.5
6535,50,59.0,43.0,40.0
6536,39,53.5,29.5,59.5
6537,25,46.5,49.5,40.5
6538,33,50.5,19.5,64.5
6539,38,53.0,36.0,26.0
6540,60,64.0,63.0,35.0
6541,39,53.5,40.5,60.5
6542,38,53.0,36.0,37.0
6543,39,53.5,62.5,20.5
6544,45,56.5,27.5,47.5
6545,66,67.0,44.0,76.0
6546,39,53.5,47.5,48.5
6547,58,63.0,75.0,39.0
6548,39,53.5,34.5,28.5
6549,38,53.0,49.0,52.0
6550,65,66.5,66.5,64.5
6551,57,62.5,58.5,36.5
6552,29,48.5,59.5,27.5
6553,39,53.5,51.5,41.5
6554,58,63.0,29.0,77.0
6555,45,56.5,67.5,53.5
6556,58,63.0,67.0,35.0
6557,45,56.5,24.5,60.5
6558,38,53.0,36.0,42.0
6559,67,67.5,64.5,55.5
6560,25,46.5,53.5,41.5
6561,46,57.0,38.0,43.0
6562,12,40.0,22.0,56.0
6563,53,61.0,73.5,59.5
6564,63,66.0,46.5,62.5
6565,31,50.0,29.5,26.5
6566,28,48.5,40.0,16.0
6567,49,59.0,68.5,25.5
6568,51,60.0,50.5,73.5
6569,25,47.0,22.5,31.5
6570,35,52.0,19.5,18.5
6571,52,60.5,74.0,57.0
6572,58,63.5,54.0,53.0
6573,62,65.5,62.0,42.0
6574,75,72.0,71.5,79.5
6575,35,52.0,36.5,18.5
6576,54,61.5,45.0,29.0
6577,25,47.0,39.5,57.5
6578,37,53.0,62.5,18.5
6579,39,54.0,37.5,44.5
6580,63,66.0,63.5,78.5
6581,50,59.5,57.0,26.0
6582,44,56.5,59.0,58.0
6583,49,59.0,73.5,64.5
6584,26,47.5,39.0,21.0
6585,39,54.0,29.5,64.5
6586,49,59.0,53.5,72.5
6587,64,66.5,49.0,40.0
6588,54,61.5,38.0,56.0
6589,18,43.5,19.0,32.0
6590,18,43.5,37.0,31.0
6591,40,54.5,68.0,68.0
6592,37,53.0,32.5,29.5
6593,36,52.5,37.0,46.0
6594,51,60.0,40.5,34.5
6595,40,54.5,28.0,31.0
6596,44,56.5,27.0,25.0
6597,39,54.0,42.5,55.5
6598,39,54.0,41.5,33.5
6599,70,69.5,83.0,63.0
6600,77,73.0,82.5,77.5
6601,62,65.5,46.0,35.0
6602,30,49.5,33.0,52.0
6603,61,65.0,41.5,61.5
6604,67,68.0,70.5,61.5
6605,28,48.5,26.0,38.0
6606,62,65.5,44.0,70.0
6607,40,54.5,39.0,50.0
6608,37,53.0,25.5,59.5
6609,51,60.0,71.5,63.5
6610,41,55.0,41.5,55.5
6611,35,52.0,30.5,45.5
6612,46,57.5,36.0,39.0
6613,42,55.5,62.0,45.0
6614,53,61.0,55.5,59.5
6615,32,50.5,66.0,63.0
6616,37,53.0,45.5,25.5
6617,51,60.0,64.5,26.5
6618,51,60.0,48.5,67.5
6619,21,45.0,55.5,22.5
6620,63,66.0,42.5,69.5
6621,32,50.5,47.0,57.0
6622,28,48.5,58.0,58.0
6623,47,58.0,41.5,43.5
6624,43,56.0,42.5,35.5
6625,28,48.5,30.0,31.0
6626,37,53.0,57.5,61.5
6627,33,51.0,52.5,56.5
6628,46,57.5,34.0,47.0
6629,82,75.5,46.0,87.0
6630,44,56.5,29.0,38.0
6631,51,60.0,56.5,28.5
6632,53,61.0,64.5,59.5
6633,32,50.5,61.0,37.0
6634,50,59.5,67.0,29.0
6635,43,56.0,69.5,31.5
6636,28,48.5,31.0,29.0
6637,22,45.5,48.0,48.0
6638,32,50.5,43.0,25.0
6639,37,53.0,64.5,32.5
6640,37,53.0,32.5,50.5
6641,44,56.5,60.0,55.0
6642,18,43.5,19.0,24.0
6643,32,50.5,55.0,29.0
6644,42,55.5,52.0,21.0
6645,33,51.0,54.5,30.5
6646,33,51.0,18.5,29.5
6647,53,61.0,73.5,27.5
6648,51,60.0,27.5,26.5
6649,25,47.0,39.5,60.5
6650,25,47.0,53.5,24.5
6651,53,61.0,62.5,28.5
6652,56,62.5,77.0,77.0
6653,48,58.5,58.0,35.0
6654,44,56.5,33.0,65.0
6655,28,48.5,32.0,32.0
6656,18,43.5,40.0,22.0
6657,61,65.0,60.5,69.5
6658,45,57.0,25.5,66.5
6659,41,55.0,42.5,53.5
6660,48,58.5,24.0,57.0
6661,39,54.0,53.5,60.5
6662,52,60.5,49.0,26.0
6663,41,55.0,30.5,35.5
6664,68,68.5,62.0,39.0
6665,50,59.5,75.0,25.0
6666,31,50.0,62.5,27.5
6667,59,64.0,53.5,33.5
6668,40,54.5,45.0,31.0
6669,35,52.0,60.5,56.5
6670,23,46.0,49.5,22.5
6671,63,66.0,42.5,64.5
6672,31,50.0,42.5,19.5
6673,52,60.5,59.0,57.0
6674,29,49.0,18.5,24.5
6675,36,52.5,22.0,62.0
6676,33,51.0,64.5,43.5
6677,57,63.0,53.5,54.5
6678,72,70.5,42.0,58.0
6679,25,47.0,54.5,13.5
6680,59,64.0,79.5,61.5
6681,31,50.0,47.5,40.5
6682,72,70.5,44.0,74.0
6683,47,58.0,52.5,37.5
6684,51,60.0,67.5,60.5
6685,35,52.0,43.5,37.5
6686,55,62.0,32.5,39.5
6687,47,58.0,46.5,69.5
6688,73,71.0,71.5,76.5
6689,73,71.0,72.5,45.5
6690,33,51.0,43.5,44.5
6691,21,45.0,52.5,16.5
6692,51,60.0,49.5,27.5
6693,23,46.0,20.5,16.5
6694,31,50.0,43.5,25.5
6695,55,62.0,32.5,42.5
6696,48,58.5,37.0,41.0
6697,42,55.5,42.0,25.0
6698,70,69.5,46.0,66.0
6699,37,53.0,41.5,64.5
6700,46,57.5,66.0,58.0
6701,33,51.0,34.5,45.5
6702,44,56.5,66.0,60.0
6703,52,60.5,76.0,62.0
6704,40,54.5,28.0,39.0
6705,41,55.0,33.5,54.5
6706,46,57.5,27.0,59.0
6707,74,71.5,58.0,49.0
6708,54,61.5,72.0,31.0
6709,56,62.5,58.0,68.0
6710,52,60.5,40.0,47.0
6711,70,69.5,43.0,66.0
6712,26,47.5,14.0,30.0
6713,48,58.5,50.0,64.0
6714,42,55.5,31.0,62.0
6715,45,57.5,24.5,62.5
6716,30,50.0,47.0,28.0
6717,28,49.0,21.0,28.0
6718,54,62.0,60.0,56.0
6719,52,61.0,54.0,66.0
6720,56,63.0,71.0,42.0
6721,47,58.5,36.5,53.5
6722,32,51.0,18.0,21.0
6723,48,59.0,72.0,72.0
6724,51,60.5,45.5,49.5
6725,48,59.0,73.0,43.0
6726,40,55.0,62.0,32.0
6727,57,63.5,71.5,61.5
6728,61,65.5,34.5,72.5
6729,48,59.0,49.0,34.0
6730,32,51.0,64.0,32.0
6731,37,53.5,46.5,63.5
6732,60,65.0,41.0,51.0
6733,62,66.0,76.0,56.0
6734,52,61.0,43.0,44.0
6735,21,45.5,46.5,36.5
6736,33,51.5,61.5,26.5
6737,73,71.5,81.5,56.5
6738,38,54.0,24.0,35.0
6739,50,60.0,46.0,28.0
6740,70,70.0,46.0,40.0
6741,19,44.5,18.5,21.5
6742,41,55.5,43.5,21.5
6743,31,50.5,22.5,65.5
6744,43,56.5,36.5,62.5
6745,37,53.5,27.5,46.5
6746,50,60.0,59.0,53.0
6747,25,47.5,27.5,49.5
6748,88,79.0,70.0,77.0
6749,46,58.0,58.0,71.0
6750,29,49.5,19.5,17.5
6751,45,57.5,25.5,33.5
6752,46,58.0,40.0,40.0
6753,50,60.0,29.0,62.0
6754,59,64.5,72.5,52.5
6755,44,57.0,48.0,52.0
6756,39,54.5,25.5,35.5
6757,40,55.0,69.0,60.0
6758,28,49.0,39.0,57.0
6759,68,69.0,40.0,75.0
6760,30,50.0,22.0,37.0
6761,45,57.5,59.5,28.5
6762,75,72.5,80.5,81.5
6763,47,58.5,72.5,43.5
6764,36,53.0,42.0,37.0
6765,35,52.5,22.5,25.5
6766,52,61.0,52.0,73.0
6767,39,54.5,65.5,21.5
6768,25,47.5,18.5,29.5
6769,54,62.0,76.0,56.0
6770,47,58.5,24.5,63.5
6771,50,60.0,48.0,68.0
6772,38,54.0,24.0,31.0
6773,61,65.5,63.5,74.5
6774,25,47.5,28.5,21.5
6775,22,46.0,49.0,32.0
6776,60,65.0,76.0,71.0
6777,62,66.0,71.0,78.0
6778,60,65.0,60.0,37.0
6779,77,73.5,64.5,83.5
6780,43,56.5,55.5,29.5
6781,43,56.5,29.5,29.5
6782,43,56.5,23.5,56.5
6783,35,52.5,33.5,31.5
6784,66,68.0,45.0,77.0
6785,65,67.5,49.5,79.5
6786,54,62.0,63.0,51.0
6787,44,57.0,46.0,41.0
6788,40,55.0,48.0,23.0
6789,40,55.0,62.0,41.0
6790,43,56.5,23.5,24.5
6791,62,66.0,56.0,33.0
6792,68,69.0,77.0,71.0
6793,79,74.5,67.5,59.5
6794,21,45.5,20.5,18.5
6795,34,52.0,47.0,21.0
6796,46,58.0,36.0,63.0
6797,30,50.0,20.0,25.0
6798,43,56.5,35.5,36.5
6799,49,59.5,58.5,59.5
6800,58,64.0,38.0,42.0
6801,69,69.5,39.5,46.5
6802,47,58.5,51.5,49.5
6803,56,63.0,40.0,57.0
6804,58,64.0,41.0,36.0
6805,71,70.5,55.5,52.5
6806,11,40.5,10.5,32.5
6807,61,65.5,58.5,80.5
6808,45,57.5,68.5,36.5
6809,73,71.5,65.5,86.5
6810,39,54.5,62.5,30.5
6811,28,49.0,41.0,45.0
6812,18,44.0,47.0,9.0
6813,32,51.0,52.0,40.0
6814,43,56.5,49.5,52.5
6815,62,66.0,50.0,71.0
6816,62,66.0,56.0,74.0
6817,53,61.5,56.5,39.5
6818,63,66.5,53.5,73.5
6819,55,62.5,54.5,27.5
6820,14,42.0,30.0,22.0
6821,30,50.0,64.0,33.0
6822,35,52.5,36.5,61.5
6823,18,44.0,41.0,28.0
6824,42,56.0,63.0,61.0
6825,39,54.5,47.5,59.5
6826,58,64.0,57.0,57.0
6827,47,58.5,60.5,35.5
6828,52,61.0,59.0,27.0
6829,64,67.0,80.0,76.0
6830,52,61.0,42.0,49.0
6831,66,68.0,41.0,51.0
6832,51,60.5,50.5,35.5
6833,14,42.0,14.0,7.0
6834,53,61.5,53.5,55.5
6835,14,42.0,21.0,47.0
6836,18,44.0,57.0,36.0
6837,35,52.5,67.5,28.5
6838,26,48.0,45.0,41.0
6839,56,63.0,28.0,39.0
6840,40,55.0,62.0,41.0
6841,35,52.5,51.5,64.5
6842,34,52.0,27.0,57.0
6843,25,47.5,28.5,38.5
6844,51,60.5,36.5,26.5
6845,67,68.5,42.5,80.5
6846,50,60.0,51.0,46.0
6847,42,56.0,30.0,47.0
6848,41,55.5,29.5,58.5
6849,36,53.0,33.0,42.0
6850,46,58.0,28.0,42.0
6851,40,55.0,59.0,28.0
6852,49,59.5,65.5,74.5
6853,24,47.0,58.0,22.0
6854,55,62.5,57.5,42.5
6855,55,62.5,63.5,27.5
6856,58,64.0,73.0,66.0
6857,61,65.5,78.5,67.5
6858,51,60.5,74.5,60.5
6859,44,57.0,23.0,65.0
6860,46,58.0,35.0,51.0
6861,50,60.0,28.0,45.0
6862,26,48.0,56.0,19.0
6863,52,61.0,41.0,35.0
6864,42,56.5,37.0,25.0
6865,32,51.5,62.0,59.0
6866,33,52.0,28.5,49.5
6867,32,51.5,32.0,46.0
6868,33,52.0,25.5,38.5
6869,32,51.5,57.0,18.0
6870,32,51.5,30.0,38.0
6871,32,51.5,30.0,54.0
6872,34,52.5,65.0,51.0
6873,31,51.0,27.5,34.5
6874,34,52.5,45.0,25.0
6875,30,50.5,27.0,57.0
6876,35,53.0,38.5,34.5
6877,35,53.0,37.5,34.5
6878,35,53.0,49.5,66.5
6879,30,50.5,22.0,30.0
6880,35,53.0,44.5,45.5
6881,35,53.0,44.5,52.5
6882,35,53.0,24.5,17.5
6883,36,53.5,37.0,24.0
6884,36,53.5,59.0,22.0
6885,36,53.5,44.0,31.0
6886,37,54.0,54.5,61.5
6887,37,54.0,47.5,18.5
6888,37,54.0,21.5,32.5
6889,29,50.0,50.5,33.5
6890,28,49.5,17.0,43.0
6891,37,54.0,22.5,46.5
6892,28,49.5,33.0,59.0
6893,28,49.5,41.0,26.0
6894,28,49.5,34.0,31.0
6895,28,49.5,37.0,20.0
6896,28,49.5,37.0,18.0
6897,28,49.5,63.0,26.0
6898,28,49.5,42.0,36.0
6899,28,49.5,16.0,27.0
6900,38,54.5,44.0,19.0
6901,38,54.5,26.0,24.0
6902,38,54.5,28.0,69.0
6903,38,54.5,44.0,43.0
6904,38,54.5,52.0,32.0
6905,38,54.5,47.0,45.0
6906,39,55.0,25.5,50.5
6907,28,49.5,19.0,46.0
6908,39,55.0,37.5,42.5
6909,39,55.0,33.5,35.5
6910,39,55.0,67.5,38.5
6911,39,55.0,49.5,24.5
6912,40,55.5,27.0,39.0
6913,27,49.0,40.5,55.5
6914,27,49.0,38.5,63.5
6915,40,55.5,36.0,31.0
6916,40,55.5,33.0,20.0
6917,26,48.5,43.0,25.0
6918,26,48.5,55.0,16.0
6919,26,48.5,42.0,27.0
6920,41,56.0,68.5,63.5
6921,41,56.0,35.5,21.5
6922,41,56.0,70.5,57.5
6923,42,56.5,46.0,65.0
6924,25,48.0,37.5,59.5
6925,43,57.0,21.5,24.5
6926,25,48.0,24.5,57.5
6927,43,57.0,66.5,69.5
6928,43,57.0,68.5,50.5
6929,25,48.0,14.5,37.5
6930,43,57.0,34.5,28.5
6931,44,57.5,70.0,37.0
6932,44,57.5,72.0,56.0
6933,24,47.5,17.0,45.0
6934,45,58.0,23.5,71.5
6935,45,58.0,43.5,24.5
6936,45,58.0,23.5,52.5
6937,45,58.0,27.5,43.5
6938,46,58.5,61.0,34.0
6939,46,58.5,43.0,63.0
6940,46,58.5,25.0,38.0
6941,46,58.5,49.0,62.0
6942,46,58.5,28.0,24.0
6943,46,58.5,66.0,44.0
6944,23,47.0,17.5,13.5
6945,47,59.0,40.5,70.5
6946,85,78.0,78.5,55.5
6947,47,59.0,55.5,67.5
6948,47,59.0,39.5,52.5
6949,48,59.5,73.0,25.0
6950,47,59.0,53.5,64.5
6951,48,59.5,65.0,62.0
6952,49,60.0,67.5,61.5
6953,49,60.0,58.5,49.5
6954,49,60.0,59.5,54.5
6955,21,46.0,40.5,35.5
6956,21,46.0,49.5,45.5
6957,49,60.0,71.5,53.5
6958,49,60.0,38.5,40.5
6959,50,60.5,30.0,62.0
6960,21,46.0,34.5,24.5
6961,52,61.5,59.0,39.0
6962,53,62.0,43.5,32.5
6963,53,62.0,60.5,52.5
6964,54,62.5,50.0,72.0
6965,54,62.5,39.0,73.0
6966,54,62.5,51.0,55.0
6967,18,44.5,22.0,27.0
6968,54,62.5,72.0,37.0
6969,54,62.5,49.0,58.0
6970,55,63.0,77.5,46.5
6971,55,63.0,49.5,45.5
6972,55,63.0,69.5,77.5
6973,55,63.0,76.5,51.5
6974,55,63.0,54.5,53.5
6975,55,63.0,48.5,57.5
6976,55,63.0,42.5,46.5
6977,56,63.5,28.0,71.0
6978,56,63.5,62.0,43.0
6979,56,63.5,65.0,61.0
6980,57,64.0,56.5,62.5
6981,57,64.0,33.5,61.5
6982,58,64.5,34.0,35.0
6983,58,64.5,64.0,52.0
6984,58,64.5,72.0,56.0
6985,58,64.5,75.0,63.0
6986,58,64.5,72.0,71.0
6987,14,42.5,8.0,27.0
6988,59,65.0,38.5,64.5
6989,59,65.0,75.5,41.5
6990,59,65.0,75.5,79.5
6991,59,65.0,76.5,51.5
6992,59,65.0,35.5,36.5
6993,60,65.5,67.0,65.0
6994,60,65.5,34.0,71.0
6995,61,66.0,80.5,77.5
6996,61,66.0,55.5,50.5
6997,62,66.5,42.0,71.0
6998,62,66.5,39.0,58.0
6999,62,66.5,75.0,37.0
7000,62,66.5,45.0,80.0
7001,64,67.5,62.0,44.0
7002,64,67.5,59.0,41.0
7003,65,68.0,48.5,53.5
7004,65,68.0,61.5,79.5
7005,65,68.0,54.5,46.5
7006,65,68.0,71.5,54.5
7007,66,68.5,56.0,81.0
7008,67,69.0,58.5,59.5
7009,67,69.0,60.5,36.5
7010,68,69.5,39.0,62.0
7011,69,70.0,75.5,78.5
7012,69,70.0,58.5,34.5
7013,71,71.0,55.5,77.5
7014,72,71.5,46.0,40.0
7015,74,72.5,59.0,85.0
7016,74,72.5,41.0,87.0
7017,29,50.5,57.5,28.5
7018,51,61.5,57.5,42.5
7019,30,51.0,16.0,53.0
7020,53,62.5,48.5,30.5
7021,45,58.5,22.5,25.5
7022,19,45.5,34.5,17.5
7023,38,55.0,42.0,37.0
7024,14,43.0,48.0,43.0
7025,14,43.0,36.0,45.0
7026,34,53.0,66.0,26.0
7027,41,56.5,52.5,20.5
7028,25,48.5,58.5,35.5
7029,29,50.5,44.5,31.5
7030,52,62.0,27.0,27.0
7031,43,57.5,44.5,68.5
7032,43,57.5,68.5,21.5
7033,43,57.5,71.5,44.5
7034,57,64.5,71.5,38.5
7035,70,71.0,48.0,81.0
7036,53,62.5,27.5,40.5
7037,25,48.5,34.5,43.5
7038,58,65.0,29.0,51.0
7039,43,57.5,40.5,54.5
7040,55,63.5,62.5,39.5
7041,73,72.5,72.5,71.5
7042,49,60.5,54.5,41.5
7043,37,54.5,66.5,50.5
7044,45,58.5,60.5,35.5
7045,51,61.5,68.5,54.5
7046,65,68.5,44.5,52.5
7047,66,69.0,69.0,40.0
7048,21,46.5,41.5,13.5
7049,61,66.5,39.5,66.5
7050,56,64.0,31.0,75.0
7051,39,55.5,62.5,48.5
7052,40,56.0,56.0,53.0
7053,65,68.5,53.5,43.5
7054,32,52.0,44.0,33.0
7055,37,54.5,27.5,58.5
7056,71,71.5,79.5,35.5
7057,60,66.0,65.0,54.0
7058,48,60.0,39.0,51.0
7059,85,78.5,86.5,52.5
7060,38,55.0,27.0,45.0
7061,40,56.0,31.0,33.0
7062,50,61.0,35.0,64.0
7063,14,43.0,46.0,30.0
7064,57,64.5,73.5,71.5
7065,37,54.5,43.5,64.5
7066,45,58.5,54.5,24.5
7067,56,64.0,51.0,40.0
7068,53,62.5,35.5,52.5
7069,39,55.5,62.5,31.5
7070,36,54.0,34.0,60.0
7071,63,67.5,76.5,50.5
7072,66,69.0,57.0,43.0
7073,55,63.5,40.5,37.5
7074,60,66.0,46.0,46.0
7075,52,62.0,37.0,27.0
7076,44,58.0,36.0,70.0
7077,58,65.0,41.0,35.0
7078,32,52.0,21.0,46.0
7079,53,62.5,32.5,74.5
7080,42,57.0,48.0,23.0
7081,32,52.0,60.0,17.0
7082,51,61.5,52.5,74.5
7083,45,58.5,70.5,22.5
7084,29,50.5,47.5,23.5
7085,24,48.0,62.0,56.0
7086,60,66.0,66.0,50.0
7087,61,66.5,50.5,50.5
7088,57,64.5,45.5,68.5
7089,35,53.5,57.5,55.5
7090,61,66.5,78.5,60.5
7091,33,52.5,50.5,52.5
7092,34,53.0,62.0,49.0
7093,52,62.0,66.0,59.0
7094,35,53.5,37.5,46.5
7095,32,52.0,47.0,47.0
7096,41,56.5,55.5,22.5
7097,40,56.0,34.0,56.0
7098,60,66.0,40.0,38.0
7099,49,60.5,25.5,62.5
7100,59,65.5,47.5,76.5
7101,33,52.5,44.5,22.5
7102,37,54.5,26.5,63.5
7103,26,49.0,60.0,42.0
7104,32,52.0,56.0,25.0
7105,69,70.5,34.5,78.5
7106,32,52.0,33.0,61.0
7107,51,61.5,33.5,48.5
7108,33,52.5,43.5,53.5
7109,52,62.0,38.0,33.0
7110,46,59.0,37.0,57.0
7111,64,68.0,72.0,48.0
7112,37,54.5,42.5,57.5
7113,55,63.5,37.5,77.5
7114,43,57.5,51.5,55.5
7115,33,52.5,35.5,22.5
7116,57,64.5,70.5,55.5
7117,21,46.5,32.5,28.5
7118,28,50.0,26.0,48.0
7119,28,50.0,16.0,30.0
7120,57,64.5,46.5,71.5
7121,56,64.0,54.0,45.0
7122,33,52.5,26.5,56.5
7123,76,74.0,41.0,65.0
7124,66,69.0,66.0,39.0
7125,23,47.5,19.5,25.5
7126,43,57.5,62.5,22.5
